Class of Travel,Quota,Source Station,Destination Station,Number of Passengers,Age of Passengers,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,journey_month,journey_dayofweek,days_before_journey
Sleeper,Premium Tatkal,BSB,NDLS,4,Adult,731,17,30,Rajdhani,342,Senior Citizen,Yes,185.0,0,1,4,244
Sleeper,Premium Tatkal,BBS,HWH,2,Senior Citizen,904,8,31,Rajdhani,489,Senior Citizen,No,122.0,0,1,5,244
2AC,Ladies,JP,NDLS,4,Senior Citizen,1962,14,11,Rajdhani,116,Senior Citizen,Yes,0.0,1,1,6,244
2AC,Ladies,SC,LTT,3,Senior Citizen,1008,4,10,Shatabdi,199,Defense Quota,No,0.0,1,1,0,244
Sleeper,Premium Tatkal,LKO,ADI,1,Child,862,8,42,Superfast,75,Defense Quota,Yes,53.0,0,1,1,244
3AC,General,NJP,GKP,2,Senior Citizen,1899,14,12,Superfast,45,Defense Quota,No,0.0,1,1,2,244
2AC,Tatkal,PNBE,ASR,5,Senior Citizen,1059,10,40,Rajdhani,380,Senior Citizen,No,0.0,1,1,3,244
3AC,Tatkal,JP,GKP,5,Senior Citizen,1562,16,45,Superfast,435,Senior Citizen,No,0.0,1,1,4,244
Sleeper,Premium Tatkal,GKP,CSMT,1,Child,1056,18,6,Rajdhani,24,Senior Citizen,Yes,0.0,1,2,5,244
3AC,General,ASR,JP,1,Adult,1185,5,42,Express,237,Defense Quota,No,133.0,0,2,6,244
3AC,Tatkal,JP,SC,1,Senior Citizen,90,13,4,Shatabdi,22,Defense Quota,No,0.0,1,2,0,244
Sleeper,Premium Tatkal,CSMT,KOAA,3,Adult,1893,9,17,Shatabdi,103,Defense Quota,Yes,0.0,1,2,1,244
Sleeper,Tatkal,ASR,GKP,4,Senior Citizen,1543,2,2,Express,110,Defense Quota,Yes,0.0,1,2,2,244
2AC,General,ASR,CSMT,5,Adult,1766,11,38,Shatabdi,250,Defense Quota,Yes,0.0,1,2,3,244
1AC,Ladies,GKP,BSB,5,Senior Citizen,1009,3,8,Express,409,No_Special_Consideration,Yes,0.0,1,2,4,244
3AC,Premium Tatkal,MAS,BCT,5,Senior Citizen,158,19,7,Rajdhani,39,Senior Citizen,Yes,76.0,0,2,5,244
2AC,Tatkal,BSB,NJP,3,Child,1660,17,41,Superfast,396,Senior Citizen,Yes,0.0,1,2,6,244
Sleeper,General,PNBE,SBC,2,Child,1709,7,24,Rajdhani,94,Senior Citizen,No,21.0,0,2,0,244
2AC,Premium Tatkal,BBS,MAS,4,Senior Citizen,675,19,10,Shatabdi,360,Defense Quota,Yes,0.0,1,2,1,244
1AC,Tatkal,SC,JHS,2,Child,1010,10,30,Shatabdi,54,Defense Quota,No,108.0,0,2,2,244
1AC,Ladies,ADI,BSB,3,Senior Citizen,1360,11,2,Superfast,68,Defense Quota,Yes,0.0,1,2,3,244
Sleeper,Ladies,NDLS,CSMT,4,Child,838,12,4,Shatabdi,10,No_Special_Consideration,Yes,0.0,1,2,4,244
Sleeper,General,ASR,MAS,1,Senior Citizen,456,13,37,Rajdhani,195,Senior Citizen,No,162.0,0,2,5,244
3AC,General,LTT,CSMT,5,Senior Citizen,1756,7,40,Shatabdi,247,Defense Quota,No,41.0,0,2,6,244
1AC,Tatkal,JP,ADI,5,Senior Citizen,208,15,27,Express,349,Defense Quota,No,0.0,1,2,0,244
3AC,Ladies,MAS,CSMT,2,Senior Citizen,738,8,9,Shatabdi,69,Defense Quota,No,0.0,1,2,1,244
1AC,Tatkal,JU,MMCT,4,Child,806,14,12,Superfast,31,Defense Quota,No,0.0,1,2,2,244
1AC,Tatkal,JU,LKO,1,Adult,952,4,26,Shatabdi,386,Defense Quota,No,44.0,0,2,3,244
1AC,Tatkal,JHS,LTT,3,Senior Citizen,1624,6,41,Rajdhani,7,No_Special_Consideration,Yes,14.0,0,2,4,244
2AC,Tatkal,NJP,ASR,2,Adult,1509,14,34,Superfast,317,Senior Citizen,Yes,98.0,0,2,5,244
1AC,Premium Tatkal,ASR,ADI,5,Adult,1405,2,16,Superfast,442,Senior Citizen,Yes,0.0,1,2,6,244
2AC,Tatkal,LKO,GKP,2,Child,934,14,10,Express,392,Senior Citizen,No,0.0,1,2,0,244
2AC,General,CNB,BBS,5,Adult,815,10,31,Shatabdi,139,No_Special_Consideration,No,0.0,1,2,1,244
2AC,General,JHS,JHS,2,Child,529,19,25,Rajdhani,287,No_Special_Consideration,No,0.0,1,2,2,244
3AC,Premium Tatkal,JP,UMB,5,Adult,986,2,42,Shatabdi,493,Defense Quota,No,0.0,1,2,3,244
3AC,Premium Tatkal,UMB,KOAA,5,Adult,1565,14,26,Express,481,No_Special_Consideration,No,35.0,0,2,4,244
3AC,Tatkal,NDLS,JHS,3,Child,444,16,31,Rajdhani,42,No_Special_Consideration,Yes,2.0,0,3,5,244
3AC,Ladies,LKO,BSB,5,Adult,1398,7,18,Shatabdi,185,Defense Quota,Yes,0.0,1,3,6,244
Sleeper,Premium Tatkal,MMCT,UMB,1,Senior Citizen,1129,4,42,Express,419,Senior Citizen,No,0.0,1,3,0,244
2AC,Tatkal,JP,PNBE,5,Child,717,12,20,Superfast,471,Senior Citizen,No,49.0,0,3,1,244
3AC,Tatkal,UMB,JHS,3,Adult,177,12,14,Superfast,439,Defense Quota,Yes,0.0,1,3,2,244
2AC,Premium Tatkal,BBS,HWH,1,Adult,509,18,34,Rajdhani,137,Senior Citizen,Yes,0.0,1,3,3,244
1AC,Ladies,MMCT,JP,1,Child,398,11,34,Rajdhani,80,Senior Citizen,Yes,0.0,1,3,4,244
2AC,Ladies,SC,MAS,2,Child,888,17,13,Express,393,Senior Citizen,Yes,0.0,1,3,5,244
1AC,General,MMCT,LTT,3,Child,688,16,11,Superfast,69,Senior Citizen,No,0.0,1,3,6,244
Sleeper,Ladies,SC,LKO,2,Adult,1413,6,8,Express,77,Defense Quota,No,0.0,1,3,0,244
2AC,Premium Tatkal,BBS,KOAA,2,Child,1923,15,11,Shatabdi,323,No_Special_Consideration,Yes,0.0,1,3,1,244
2AC,Ladies,KOAA,ASR,2,Child,1357,6,29,Superfast,246,Senior Citizen,No,0.0,1,3,2,244
2AC,General,BBS,CNB,1,Adult,1970,5,32,Superfast,332,Defense Quota,Yes,28.0,0,3,3,244
Sleeper,Tatkal,LKO,JHS,3,Child,870,11,8,Shatabdi,34,Defense Quota,No,178.0,0,3,4,244
3AC,Premium Tatkal,GKP,NDLS,4,Adult,609,13,40,Rajdhani,136,No_Special_Consideration,No,0.0,1,3,5,244
1AC,General,GKP,MAS,3,Child,621,10,20,Superfast,267,Defense Quota,Yes,166.0,0,3,6,244
3AC,Ladies,CNB,PNBE,1,Child,344,19,32,Express,238,Senior Citizen,No,0.0,1,3,0,244
2AC,Ladies,JHS,BSB,5,Adult,1575,6,15,Rajdhani,367,Defense Quota,Yes,0.0,1,3,1,244
3AC,Premium Tatkal,KOAA,SBC,2,Adult,1654,11,11,Express,388,Defense Quota,No,0.0,1,3,2,244
3AC,General,BSB,NDLS,2,Senior Citizen,1143,7,15,Shatabdi,267,Defense Quota,No,173.0,0,3,3,244
3AC,General,CNB,CSMT,2,Adult,393,6,45,Shatabdi,94,No_Special_Consideration,Yes,142.0,0,3,4,244
1AC,General,CSMT,BBS,1,Senior Citizen,1131,13,46,Shatabdi,335,No_Special_Consideration,No,0.0,1,3,5,244
3AC,Ladies,LKO,BCT,3,Senior Citizen,52,9,7,Rajdhani,344,Senior Citizen,Yes,0.0,1,3,6,244
Sleeper,Tatkal,NJP,CSMT,5,Senior Citizen,254,18,33,Shatabdi,83,No_Special_Consideration,Yes,0.0,1,3,0,244
3AC,General,UMB,UMB,4,Adult,1143,3,34,Superfast,422,No_Special_Consideration,Yes,9.0,0,3,1,244
1AC,Tatkal,JHS,PNBE,5,Senior Citizen,1546,4,38,Shatabdi,12,No_Special_Consideration,No,0.0,1,3,2,244
3AC,Premium Tatkal,KOAA,NDLS,2,Adult,1495,14,31,Rajdhani,386,No_Special_Consideration,No,171.0,0,3,3,244
3AC,Premium Tatkal,NDLS,UMB,3,Child,122,6,32,Express,182,Defense Quota,No,0.0,1,3,4,244
Sleeper,Ladies,BCT,BBS,2,Adult,1473,10,31,Express,355,Senior Citizen,Yes,0.0,1,3,5,244
Sleeper,Ladies,NJP,PNBE,3,Adult,143,18,25,Express,463,Defense Quota,Yes,0.0,1,3,6,244
1AC,Ladies,SC,JU,4,Adult,624,4,4,Shatabdi,21,Senior Citizen,No,195.0,0,3,0,244
2AC,General,NJP,BBS,2,Senior Citizen,994,17,45,Express,8,Senior Citizen,No,0.0,1,4,1,244
2AC,General,KOAA,LKO,5,Adult,674,18,15,Shatabdi,322,Defense Quota,No,79.0,0,4,2,244
1AC,Ladies,BCT,CNB,4,Adult,226,11,16,Express,55,No_Special_Consideration,Yes,0.0,1,4,3,244
3AC,Ladies,MAS,BCT,5,Child,845,16,10,Express,268,Defense Quota,Yes,0.0,1,4,4,244
3AC,Premium Tatkal,JU,LKO,1,Child,1922,11,30,Superfast,108,No_Special_Consideration,No,0.0,1,4,5,244
2AC,Premium Tatkal,MMCT,CSMT,3,Senior Citizen,156,17,21,Rajdhani,166,Defense Quota,Yes,139.0,0,4,6,244
Sleeper,Premium Tatkal,JU,BCT,2,Adult,1488,7,15,Rajdhani,138,No_Special_Consideration,No,0.0,1,4,0,244
Sleeper,Tatkal,BSB,JHS,5,Senior Citizen,1078,10,39,Superfast,350,Senior Citizen,No,0.0,1,4,1,244
2AC,Ladies,CSMT,GKP,5,Child,986,4,10,Shatabdi,95,Defense Quota,No,0.0,1,4,2,244
2AC,General,BSB,SBC,3,Child,1679,9,2,Express,77,No_Special_Consideration,Yes,0.0,1,4,3,244
3AC,General,KOAA,NDLS,1,Adult,1173,4,3,Express,44,No_Special_Consideration,No,0.0,1,4,4,244
1AC,Tatkal,KOAA,KOAA,4,Child,494,11,26,Superfast,61,No_Special_Consideration,Yes,150.0,0,4,5,244
1AC,Tatkal,MAS,BSB,4,Child,110,18,44,Superfast,418,No_Special_Consideration,Yes,107.0,0,4,6,244
3AC,Tatkal,CNB,LTT,4,Adult,1747,11,30,Express,288,Defense Quota,Yes,146.0,0,4,0,244
Sleeper,Premium Tatkal,ADI,BSB,2,Adult,663,4,12,Shatabdi,479,No_Special_Consideration,Yes,0.0,1,4,1,244
2AC,Premium Tatkal,LTT,MAS,1,Senior Citizen,1395,3,40,Express,303,No_Special_Consideration,Yes,148.0,0,4,2,244
Sleeper,Premium Tatkal,BSB,JP,1,Child,606,2,17,Express,300,Senior Citizen,Yes,0.0,1,4,3,244
Sleeper,Ladies,SC,ADI,5,Child,227,7,43,Express,349,No_Special_Consideration,Yes,33.0,0,4,4,244
1AC,Tatkal,HWH,ASR,4,Adult,715,18,15,Express,60,No_Special_Consideration,Yes,0.0,1,4,5,244
Sleeper,Tatkal,GKP,LTT,5,Adult,1875,16,25,Express,389,Senior Citizen,Yes,186.0,0,4,6,244
3AC,Ladies,BCT,SBC,2,Senior Citizen,683,9,42,Superfast,115,Senior Citizen,No,0.0,1,4,0,244
2AC,Ladies,KOAA,CNB,5,Child,827,14,39,Superfast,267,Defense Quota,No,0.0,1,4,1,244
3AC,General,KOAA,MAS,3,Child,1339,9,39,Shatabdi,47,Senior Citizen,Yes,0.0,1,4,2,244
2AC,Ladies,GKP,BCT,1,Senior Citizen,483,17,15,Express,17,No_Special_Consideration,No,100.0,0,4,3,244
2AC,General,LKO,SC,3,Senior Citizen,1071,5,8,Express,9,No_Special_Consideration,Yes,0.0,1,4,4,244
1AC,Ladies,CSMT,BBS,3,Adult,629,16,27,Express,125,Senior Citizen,Yes,0.0,1,4,5,244
1AC,Ladies,BSB,BCT,4,Senior Citizen,753,9,37,Express,3,Defense Quota,No,0.0,1,4,6,244
Sleeper,Premium Tatkal,JU,NDLS,2,Child,289,12,44,Shatabdi,6,No_Special_Consideration,Yes,131.0,0,4,0,244
3AC,Premium Tatkal,BCT,CNB,5,Child,463,15,20,Superfast,182,No_Special_Consideration,Yes,0.0,1,4,1,244
2AC,Ladies,BCT,SC,5,Senior Citizen,1981,7,5,Shatabdi,144,No_Special_Consideration,Yes,26.0,0,4,2,244
Sleeper,Tatkal,SBC,LTT,5,Senior Citizen,1267,8,11,Rajdhani,414,Defense Quota,No,183.0,0,5,3,244
3AC,Tatkal,ADI,PNBE,1,Child,700,2,40,Rajdhani,356,Defense Quota,Yes,0.0,1,5,4,244
3AC,Ladies,MAS,LKO,5,Adult,1923,6,36,Rajdhani,222,Senior Citizen,Yes,0.0,1,5,5,244
3AC,General,ASR,BBS,4,Adult,208,10,46,Rajdhani,237,Senior Citizen,Yes,0.0,1,5,6,244
2AC,Premium Tatkal,JHS,NJP,2,Senior Citizen,1379,9,38,Express,233,Senior Citizen,Yes,37.0,0,5,0,244
Sleeper,General,CNB,JP,5,Senior Citizen,1603,12,36,Shatabdi,315,No_Special_Consideration,Yes,0.0,1,5,1,244
Sleeper,Tatkal,BSB,BCT,2,Senior Citizen,1497,15,41,Rajdhani,458,Defense Quota,No,81.0,0,5,2,244
Sleeper,Ladies,ADI,MAS,5,Adult,271,7,39,Rajdhani,357,Senior Citizen,Yes,0.0,1,5,3,244
2AC,General,BSB,PNBE,3,Child,667,12,45,Superfast,208,No_Special_Consideration,No,68.0,0,5,4,244
2AC,General,CNB,CNB,4,Adult,1907,13,14,Express,420,Senior Citizen,Yes,164.0,0,5,5,244
1AC,Tatkal,PNBE,BSB,5,Child,1466,12,38,Shatabdi,307,Senior Citizen,No,118.0,0,5,6,244
3AC,General,CNB,PNBE,5,Adult,1948,5,15,Superfast,408,Defense Quota,No,146.0,0,5,0,244
1AC,General,NDLS,ADI,4,Senior Citizen,1878,18,19,Rajdhani,233,No_Special_Consideration,Yes,0.0,1,5,1,244
3AC,Tatkal,JU,MAS,4,Senior Citizen,1877,7,27,Express,67,Defense Quota,No,168.0,0,5,2,244
Sleeper,Premium Tatkal,ADI,BCT,3,Senior Citizen,1868,10,37,Express,173,No_Special_Consideration,Yes,155.0,0,5,3,244
3AC,Premium Tatkal,ADI,NDLS,4,Child,1598,7,16,Rajdhani,453,Senior Citizen,Yes,77.0,0,5,4,244
3AC,Tatkal,CNB,MAS,4,Child,570,14,23,Express,332,Defense Quota,No,20.0,0,5,5,244
Sleeper,Premium Tatkal,ASR,JU,3,Adult,1307,11,14,Express,496,No_Special_Consideration,No,0.0,1,5,6,244
Sleeper,Tatkal,BBS,SC,1,Senior Citizen,777,4,39,Shatabdi,204,Defense Quota,No,65.0,0,5,0,244
3AC,Ladies,JHS,BCT,5,Senior Citizen,462,17,40,Rajdhani,297,Defense Quota,Yes,0.0,1,5,1,244
Sleeper,Premium Tatkal,SBC,BSB,3,Child,1711,17,30,Superfast,422,Defense Quota,No,0.0,1,5,2,244
1AC,General,BBS,CSMT,2,Adult,1809,4,35,Rajdhani,471,Senior Citizen,No,0.0,1,5,3,244
Sleeper,Tatkal,UMB,CSMT,4,Child,136,17,42,Superfast,328,Defense Quota,Yes,0.0,1,5,4,244
2AC,Premium Tatkal,KOAA,GKP,1,Adult,571,19,4,Rajdhani,216,No_Special_Consideration,No,0.0,1,5,5,244
Sleeper,Ladies,SC,LTT,4,Child,1213,14,24,Shatabdi,171,No_Special_Consideration,No,0.0,1,5,6,244
2AC,Ladies,CSMT,KOAA,5,Child,1486,7,30,Express,32,Senior Citizen,No,26.0,0,5,0,244
1AC,Ladies,SBC,JHS,4,Senior Citizen,1908,3,16,Express,331,Senior Citizen,Yes,0.0,1,5,1,244
1AC,Tatkal,UMB,NJP,4,Senior Citizen,1573,15,37,Rajdhani,152,No_Special_Consideration,No,0.0,1,5,2,244
2AC,Ladies,JU,JHS,2,Adult,1027,15,19,Superfast,125,Senior Citizen,No,0.0,1,5,3,244
1AC,General,SBC,ADI,4,Senior Citizen,1514,8,36,Shatabdi,108,Senior Citizen,No,0.0,1,5,4,244
3AC,General,CNB,NJP,4,Senior Citizen,1422,6,8,Superfast,109,No_Special_Consideration,Yes,0.0,1,5,5,244
1AC,Premium Tatkal,LKO,ASR,4,Adult,1820,3,14,Rajdhani,159,Senior Citizen,No,136.0,0,6,6,244
3AC,Premium Tatkal,MMCT,SBC,4,Child,426,9,47,Shatabdi,275,Defense Quota,No,0.0,1,6,0,244
2AC,Ladies,NJP,ADI,3,Child,159,8,27,Rajdhani,93,Senior Citizen,Yes,0.0,1,6,1,244
Sleeper,General,KOAA,ADI,1,Senior Citizen,897,4,5,Rajdhani,351,No_Special_Consideration,No,0.0,1,6,2,244
2AC,General,ASR,BBS,1,Senior Citizen,1274,2,11,Superfast,228,Defense Quota,Yes,146.0,0,6,3,244
2AC,Ladies,MMCT,CNB,1,Senior Citizen,127,12,32,Superfast,470,Senior Citizen,No,0.0,1,6,4,244
3AC,General,JU,SC,1,Senior Citizen,221,11,34,Express,367,No_Special_Consideration,Yes,185.0,0,6,5,244
Sleeper,Tatkal,LKO,SC,5,Child,1758,16,21,Shatabdi,134,No_Special_Consideration,Yes,20.0,0,6,6,244
2AC,General,BBS,JP,1,Child,789,16,36,Shatabdi,218,No_Special_Consideration,No,181.0,0,6,0,244
1AC,General,BSB,CNB,5,Child,1849,6,29,Superfast,276,Defense Quota,Yes,30.0,0,6,1,244
2AC,General,UMB,CSMT,2,Child,734,11,43,Express,355,Defense Quota,No,0.0,1,6,2,244
Sleeper,Premium Tatkal,UMB,BBS,5,Adult,881,6,35,Express,193,Senior Citizen,Yes,66.0,0,6,3,244
2AC,General,HWH,PNBE,3,Senior Citizen,498,17,2,Rajdhani,84,Defense Quota,No,0.0,1,6,4,244
1AC,Tatkal,CSMT,BBS,2,Senior Citizen,146,18,24,Express,323,Senior Citizen,Yes,0.0,1,6,5,244
1AC,Premium Tatkal,SBC,MAS,5,Adult,309,12,24,Shatabdi,494,Defense Quota,Yes,79.0,0,6,6,244
Sleeper,Tatkal,HWH,HWH,5,Child,819,6,42,Rajdhani,304,Defense Quota,Yes,79.0,0,6,0,244
3AC,Premium Tatkal,SBC,BCT,1,Senior Citizen,257,10,22,Superfast,263,No_Special_Consideration,No,0.0,1,6,1,244
1AC,Ladies,BCT,JP,5,Senior Citizen,1487,16,18,Shatabdi,212,Defense Quota,Yes,0.0,1,6,2,244
2AC,Premium Tatkal,SBC,ASR,5,Child,793,5,16,Rajdhani,81,Defense Quota,No,135.0,0,6,3,244
3AC,Ladies,JU,CNB,4,Child,1273,19,15,Rajdhani,426,Senior Citizen,No,0.0,1,6,4,244
Sleeper,Tatkal,ADI,JP,2,Adult,702,5,12,Express,383,Defense Quota,No,0.0,1,6,5,244
2AC,Ladies,MMCT,BCT,3,Adult,1532,17,45,Rajdhani,154,Senior Citizen,No,0.0,1,6,6,244
3AC,Ladies,JU,BBS,4,Child,1529,4,4,Superfast,411,No_Special_Consideration,No,0.0,1,6,0,244
2AC,General,JU,MMCT,3,Child,1263,17,36,Rajdhani,63,Defense Quota,Yes,18.0,0,6,1,244
1AC,Ladies,LTT,BCT,3,Adult,1245,10,38,Express,8,Senior Citizen,Yes,140.0,0,6,2,244
2AC,Tatkal,PNBE,UMB,4,Senior Citizen,1753,13,14,Shatabdi,237,Defense Quota,Yes,84.0,0,6,3,244
2AC,Ladies,CNB,KOAA,2,Child,1436,16,9,Shatabdi,282,Senior Citizen,No,0.0,1,6,4,244
3AC,Tatkal,CSMT,MAS,3,Adult,1774,12,22,Superfast,212,Defense Quota,Yes,0.0,1,6,5,244
2AC,General,MMCT,SBC,4,Adult,1385,7,41,Rajdhani,336,No_Special_Consideration,Yes,0.0,1,6,6,244
3AC,Ladies,GKP,UMB,5,Senior Citizen,1676,10,45,Shatabdi,474,No_Special_Consideration,No,0.0,1,6,0,244
Sleeper,Ladies,CNB,BSB,1,Senior Citizen,1166,5,5,Rajdhani,319,Senior Citizen,No,47.0,0,7,1,244
Sleeper,Ladies,CNB,JP,4,Senior Citizen,1323,10,17,Shatabdi,157,No_Special_Consideration,No,55.0,0,7,2,244
3AC,Tatkal,BBS,BCT,3,Adult,1065,13,34,Shatabdi,469,Defense Quota,Yes,97.0,0,7,3,244
1AC,Ladies,LKO,GKP,2,Adult,757,9,25,Express,428,Defense Quota,Yes,0.0,1,7,4,244
Sleeper,Premium Tatkal,UMB,ASR,2,Child,1819,18,45,Rajdhani,424,Senior Citizen,No,0.0,1,7,5,244
1AC,Ladies,JP,CSMT,3,Child,269,5,17,Superfast,166,Senior Citizen,Yes,0.0,1,7,6,244
Sleeper,General,CSMT,GKP,2,Adult,1479,4,21,Superfast,22,Senior Citizen,Yes,0.0,1,7,0,244
1AC,General,GKP,LKO,3,Adult,61,5,43,Superfast,45,Senior Citizen,Yes,0.0,1,7,1,244
3AC,Premium Tatkal,LKO,CSMT,3,Senior Citizen,1607,9,37,Superfast,234,Senior Citizen,Yes,0.0,1,7,2,244
Sleeper,Ladies,NDLS,HWH,4,Child,793,2,45,Shatabdi,376,No_Special_Consideration,No,0.0,1,7,3,244
Sleeper,Tatkal,ASR,MMCT,4,Adult,407,7,20,Express,460,Defense Quota,No,0.0,1,7,4,244
1AC,Ladies,JU,JHS,4,Senior Citizen,414,7,39,Rajdhani,363,No_Special_Consideration,Yes,58.0,0,7,5,244
Sleeper,Tatkal,HWH,UMB,3,Senior Citizen,549,19,25,Express,471,Defense Quota,No,0.0,1,7,6,244
3AC,Tatkal,NJP,BBS,4,Senior Citizen,891,15,30,Rajdhani,443,No_Special_Consideration,Yes,151.0,0,7,0,244
Sleeper,Ladies,ASR,GKP,5,Senior Citizen,261,2,3,Shatabdi,107,Senior Citizen,Yes,0.0,1,7,1,244
3AC,Ladies,SBC,JU,1,Child,547,2,9,Rajdhani,37,Senior Citizen,Yes,0.0,1,7,2,244
1AC,General,NDLS,LKO,4,Child,875,15,44,Rajdhani,56,Senior Citizen,Yes,0.0,1,7,3,244
3AC,General,BBS,LTT,4,Child,63,17,4,Express,173,Senior Citizen,No,0.0,1,7,4,244
Sleeper,Tatkal,MMCT,LTT,3,Adult,1273,9,36,Rajdhani,192,No_Special_Consideration,Yes,20.0,0,7,5,244
1AC,Premium Tatkal,ADI,CNB,5,Adult,1615,5,39,Shatabdi,128,Defense Quota,Yes,0.0,1,7,6,244
Sleeper,Premium Tatkal,LTT,PNBE,4,Child,595,14,26,Superfast,257,No_Special_Consideration,Yes,0.0,1,7,0,244
3AC,General,KOAA,PNBE,5,Child,314,3,43,Shatabdi,15,No_Special_Consideration,No,0.0,1,7,1,244
Sleeper,Tatkal,MAS,MMCT,2,Child,1648,19,4,Superfast,108,No_Special_Consideration,Yes,191.0,0,7,2,244
3AC,Ladies,KOAA,ASR,1,Adult,113,14,32,Shatabdi,43,No_Special_Consideration,No,0.0,1,7,3,244
1AC,Ladies,BSB,SC,1,Adult,844,17,38,Express,70,Senior Citizen,Yes,0.0,1,7,4,244
2AC,Premium Tatkal,NJP,CNB,1,Adult,712,13,33,Express,116,Defense Quota,Yes,137.0,0,7,5,244
2AC,Ladies,UMB,BBS,4,Senior Citizen,1061,9,41,Shatabdi,187,Senior Citizen,Yes,90.0,0,7,6,244
Sleeper,Tatkal,SC,MMCT,3,Child,1225,10,43,Rajdhani,401,Senior Citizen,Yes,0.0,1,7,0,244
1AC,Premium Tatkal,GKP,NJP,5,Senior Citizen,218,15,6,Express,296,Senior Citizen,Yes,149.0,0,7,1,244
1AC,Tatkal,MMCT,LKO,4,Child,1156,15,6,Rajdhani,347,No_Special_Consideration,No,162.0,0,7,2,244
3AC,Tatkal,NDLS,MMCT,2,Adult,336,10,21,Rajdhani,448,Senior Citizen,No,0.0,1,7,3,244
1AC,Ladies,UMB,ASR,1,Adult,582,11,42,Express,259,Senior Citizen,No,0.0,1,8,4,244
1AC,General,KOAA,LKO,1,Child,1709,15,35,Shatabdi,298,No_Special_Consideration,No,0.0,1,8,5,244
1AC,Premium Tatkal,HWH,SC,3,Adult,743,10,17,Superfast,330,Senior Citizen,Yes,0.0,1,8,6,244
2AC,General,MAS,MAS,2,Adult,1617,2,8,Express,354,No_Special_Consideration,Yes,65.0,0,8,0,244
2AC,Ladies,SC,SBC,3,Senior Citizen,832,10,37,Shatabdi,480,Defense Quota,Yes,62.0,0,8,1,244
3AC,Ladies,BSB,KOAA,1,Child,1742,16,7,Superfast,63,No_Special_Consideration,Yes,0.0,1,8,2,244
2AC,Ladies,SC,NJP,1,Adult,371,2,39,Superfast,463,Senior Citizen,Yes,142.0,0,8,3,244
1AC,General,CNB,LKO,2,Senior Citizen,1080,7,23,Express,249,Senior Citizen,Yes,0.0,1,8,4,244
2AC,Ladies,CSMT,KOAA,5,Senior Citizen,1363,12,16,Superfast,99,No_Special_Consideration,Yes,140.0,0,8,5,244
1AC,Ladies,LKO,LTT,1,Senior Citizen,1462,12,43,Shatabdi,72,Senior Citizen,No,0.0,1,8,6,244
3AC,Tatkal,BCT,GKP,4,Senior Citizen,579,10,4,Superfast,16,No_Special_Consideration,No,0.0,1,8,0,244
Sleeper,Ladies,UMB,PNBE,3,Child,833,4,22,Shatabdi,390,Senior Citizen,No,0.0,1,8,1,244
2AC,Tatkal,CSMT,SBC,4,Adult,332,17,31,Superfast,476,No_Special_Consideration,Yes,3.0,0,8,2,244
2AC,Premium Tatkal,CSMT,CNB,1,Adult,137,17,14,Express,401,No_Special_Consideration,Yes,35.0,0,8,3,244
2AC,Tatkal,BCT,CSMT,2,Senior Citizen,804,15,9,Superfast,156,Defense Quota,Yes,0.0,1,8,4,244
Sleeper,Ladies,BBS,JU,2,Senior Citizen,1659,7,9,Express,387,No_Special_Consideration,No,140.0,0,8,5,244
2AC,Ladies,MMCT,MMCT,3,Senior Citizen,1117,14,46,Rajdhani,142,No_Special_Consideration,Yes,94.0,0,8,6,244
3AC,Premium Tatkal,MAS,JP,5,Adult,673,5,34,Superfast,493,Senior Citizen,Yes,0.0,1,8,0,244
3AC,Premium Tatkal,BSB,LTT,4,Senior Citizen,699,5,35,Express,362,Defense Quota,Yes,174.0,0,8,1,244
3AC,Ladies,JU,PNBE,5,Adult,1988,10,41,Rajdhani,328,No_Special_Consideration,Yes,0.0,1,8,2,244
3AC,Premium Tatkal,LTT,LKO,2,Senior Citizen,1075,13,23,Rajdhani,465,Senior Citizen,No,196.0,0,8,3,244
1AC,Tatkal,SBC,GKP,2,Adult,356,16,19,Shatabdi,385,No_Special_Consideration,No,63.0,0,8,4,244
2AC,Ladies,SC,NJP,2,Senior Citizen,1451,2,34,Superfast,409,Senior Citizen,Yes,0.0,1,8,5,244
1AC,Ladies,BBS,ASR,3,Senior Citizen,1111,12,41,Superfast,307,No_Special_Consideration,Yes,0.0,1,8,6,244
3AC,Tatkal,JP,UMB,3,Child,716,3,22,Express,376,No_Special_Consideration,Yes,0.0,1,8,0,244
3AC,General,PNBE,UMB,3,Child,1054,4,9,Shatabdi,275,No_Special_Consideration,No,0.0,1,8,1,244
2AC,Premium Tatkal,KOAA,UMB,4,Senior Citizen,899,14,4,Superfast,379,No_Special_Consideration,No,0.0,1,8,2,244
3AC,Ladies,MMCT,BSB,4,Adult,1201,7,22,Shatabdi,469,Defense Quota,Yes,179.0,0,8,3,244
3AC,Premium Tatkal,GKP,NJP,1,Adult,831,13,5,Express,105,No_Special_Consideration,Yes,98.0,0,8,4,244
2AC,Ladies,JU,PNBE,5,Child,411,17,33,Express,265,No_Special_Consideration,No,51.0,0,8,5,244
Sleeper,General,LKO,GKP,3,Adult,765,2,9,Superfast,17,Defense Quota,Yes,0.0,1,8,6,244
Sleeper,Tatkal,KOAA,ASR,5,Senior Citizen,484,13,7,Superfast,481,Senior Citizen,No,0.0,1,9,0,244
