Class of Travel,Quota,Source Station,Destination Station,Number of Passengers,Age of Passengers,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,journey_month,journey_dayofweek,days_before_journey,is_peak_or_holiday,seat_pressure,route_length_per_stop,booking_urgency_bucket
Sleeper,Ladies,HWH,LTT,2,Senior Citizen,1897,19,32,Rajdhani,360,Senior Citizen,No,0.0,1,2,4,244,0,0.00554016620498615,94.85,early
2AC,Ladies,SBC,GKP,4,Senior Citizen,708,9,8,Shatabdi,63,Defense Quota,Yes,0.0,1,2,5,244,1,0.0625,70.8,early
3AC,General,SC,LTT,5,Senior Citizen,1109,12,27,Shatabdi,448,Defense Quota,Yes,0.0,1,2,6,244,1,0.011135857461024499,85.3076923076923,early
2AC,Premium Tatkal,PNBE,GKP,1,Child,1068,2,35,Shatabdi,234,Defense Quota,No,0.0,1,2,0,244,0,0.00425531914893617,356.0,early
Sleeper,Premium Tatkal,PNBE,CSMT,4,Child,717,5,5,Express,218,Senior Citizen,Yes,117.0,0,2,1,244,1,0.0182648401826484,119.5,early
2AC,General,MAS,CSMT,2,Senior Citizen,99,13,25,Express,216,Defense Quota,Yes,0.0,1,2,2,244,1,0.009216589861751152,7.071428571428571,early
3AC,Tatkal,JU,ADI,1,Adult,199,13,7,Express,189,No_Special_Consideration,No,0.0,1,2,3,244,0,0.005263157894736842,14.214285714285714,early
1AC,General,JHS,CNB,1,Senior Citizen,1740,8,8,Superfast,130,No_Special_Consideration,Yes,0.0,1,2,4,244,1,0.007633587786259542,193.33333333333334,early
3AC,General,MAS,LKO,1,Senior Citizen,1091,17,23,Superfast,27,No_Special_Consideration,Yes,0.0,1,2,5,244,1,0.03571428571428571,60.611111111111114,early
Sleeper,Premium Tatkal,JU,LTT,5,Adult,124,13,7,Express,182,No_Special_Consideration,Yes,0.0,1,3,6,244,1,0.0273224043715847,8.857142857142858,early
2AC,Premium Tatkal,NDLS,UMB,2,Adult,353,2,41,Superfast,8,Senior Citizen,No,0.0,1,3,0,244,0,0.2222222222222222,117.66666666666667,early
2AC,Tatkal,BSB,PNBE,4,Child,1211,16,13,Rajdhani,119,Defense Quota,Yes,0.0,1,3,1,244,1,0.03333333333333333,71.23529411764706,early
Sleeper,Ladies,CNB,ASR,4,Child,1164,13,26,Rajdhani,264,Senior Citizen,Yes,0.0,1,3,2,244,1,0.01509433962264151,83.14285714285714,early
2AC,General,UMB,BCT,4,Adult,1395,2,6,Shatabdi,316,Defense Quota,Yes,45.0,0,3,3,244,1,0.012618296529968454,465.0,early
1AC,Tatkal,SBC,BCT,4,Senior Citizen,1965,4,2,Shatabdi,496,No_Special_Consideration,Yes,0.0,1,3,4,244,1,0.008048289738430584,393.0,early
3AC,Premium Tatkal,UMB,JU,3,Senior Citizen,439,4,47,Express,400,Defense Quota,No,0.0,1,3,5,244,0,0.007481296758104738,87.8,early
Sleeper,Premium Tatkal,UMB,LTT,5,Child,1146,14,20,Express,233,Senior Citizen,No,131.0,0,3,6,244,0,0.021367521367521368,76.4,early
2AC,Premium Tatkal,MAS,GKP,1,Senior Citizen,747,6,14,Superfast,322,No_Special_Consideration,Yes,0.0,1,3,0,244,1,0.0030959752321981426,106.71428571428571,early
3AC,Ladies,KOAA,BCT,3,Senior Citizen,1588,17,12,Shatabdi,450,No_Special_Consideration,No,0.0,1,3,1,244,0,0.0066518847006651885,88.22222222222223,early
3AC,Ladies,BCT,HWH,3,Child,1007,19,44,Express,309,No_Special_Consideration,Yes,166.0,0,3,2,244,1,0.00967741935483871,50.35,early
1AC,Tatkal,UMB,GKP,2,Child,394,10,44,Superfast,155,Defense Quota,Yes,164.0,0,3,3,244,1,0.01282051282051282,35.81818181818182,early
2AC,Premium Tatkal,ASR,ADI,3,Adult,1708,18,31,Superfast,432,Senior Citizen,No,0.0,1,3,4,244,0,0.006928406466512702,89.89473684210526,early
1AC,Tatkal,ADI,JU,4,Child,1904,7,5,Rajdhani,76,No_Special_Consideration,No,27.0,0,3,5,244,0,0.05194805194805195,238.0,early
3AC,Premium Tatkal,SBC,BBS,1,Adult,192,8,13,Superfast,39,Defense Quota,No,0.0,1,3,6,244,0,0.025,21.333333333333332,early
Sleeper,Premium Tatkal,NDLS,HWH,2,Adult,920,8,33,Rajdhani,99,No_Special_Consideration,Yes,60.0,0,3,0,244,1,0.02,102.22222222222223,early
Sleeper,General,NDLS,HWH,3,Child,809,7,21,Rajdhani,414,Senior Citizen,Yes,3.0,0,3,1,244,1,0.007228915662650603,101.125,early
1AC,Tatkal,JHS,NDLS,4,Senior Citizen,697,3,39,Superfast,71,Defense Quota,No,0.0,1,3,2,244,0,0.05555555555555555,174.25,early
3AC,General,HWH,BBS,5,Child,508,3,24,Rajdhani,3,Senior Citizen,No,0.0,1,3,3,244,0,1.25,127.0,early
3AC,Tatkal,GKP,JU,5,Adult,545,3,8,Rajdhani,416,Defense Quota,Yes,37.0,0,3,4,244,1,0.011990407673860911,136.25,early
Sleeper,Tatkal,ADI,ADI,4,Senior Citizen,1987,19,44,Express,435,Senior Citizen,No,0.0,1,3,5,244,0,0.009174311926605505,99.35,early
3AC,Ladies,BSB,NDLS,4,Child,568,14,9,Rajdhani,248,No_Special_Consideration,Yes,151.0,0,3,6,244,1,0.01606425702811245,37.86666666666667,early
Sleeper,Ladies,BSB,UMB,4,Adult,131,9,28,Superfast,171,No_Special_Consideration,Yes,0.0,1,3,0,244,1,0.023255813953488372,13.1,early
1AC,General,GKP,PNBE,4,Senior Citizen,1761,19,28,Express,180,No_Special_Consideration,No,0.0,1,3,1,244,0,0.022099447513812154,88.05,early
3AC,Ladies,JHS,ADI,1,Child,461,7,16,Shatabdi,306,Senior Citizen,Yes,0.0,1,3,2,244,1,0.003257328990228013,57.625,early
1AC,General,JHS,SC,3,Child,300,6,39,Express,479,Senior Citizen,Yes,146.0,0,3,3,244,1,0.00625,42.857142857142854,early
Sleeper,Tatkal,NJP,ADI,3,Adult,666,4,22,Superfast,286,Senior Citizen,Yes,100.0,0,3,4,244,1,0.010452961672473868,133.2,early
3AC,Premium Tatkal,GKP,LTT,4,Senior Citizen,1634,12,45,Shatabdi,234,Defense Quota,No,0.0,1,3,5,244,0,0.01702127659574468,125.6923076923077,early
3AC,Tatkal,JP,SC,3,Senior Citizen,1083,11,23,Rajdhani,264,Senior Citizen,Yes,8.0,0,3,6,244,1,0.011320754716981131,90.25,early
3AC,Tatkal,CSMT,BBS,5,Adult,933,2,26,Shatabdi,236,Senior Citizen,No,178.0,0,3,0,244,0,0.02109704641350211,311.0,early
1AC,Premium Tatkal,ADI,JP,5,Adult,723,19,29,Superfast,353,Senior Citizen,Yes,0.0,1,3,1,244,1,0.014124293785310734,36.15,early
3AC,Ladies,LTT,HWH,2,Child,1514,7,35,Superfast,189,Defense Quota,No,74.0,0,4,2,244,0,0.010526315789473684,189.25,early
2AC,General,CSMT,PNBE,5,Child,1268,8,18,Express,408,Senior Citizen,No,0.0,1,4,3,244,0,0.012224938875305624,140.88888888888889,early
Sleeper,Tatkal,BCT,KOAA,5,Child,1847,6,23,Superfast,464,No_Special_Consideration,Yes,0.0,1,4,4,244,1,0.010752688172043012,263.85714285714283,early
2AC,General,SBC,SBC,1,Senior Citizen,54,16,23,Rajdhani,317,Senior Citizen,Yes,0.0,1,4,5,244,1,0.0031446540880503146,3.176470588235294,early
1AC,General,LKO,NDLS,3,Senior Citizen,740,7,33,Express,304,Senior Citizen,Yes,0.0,1,4,6,244,1,0.009836065573770493,92.5,early
3AC,General,CNB,KOAA,5,Adult,828,13,46,Shatabdi,247,No_Special_Consideration,No,40.0,0,4,0,244,0,0.020161290322580645,59.142857142857146,early
1AC,Tatkal,BBS,SC,5,Adult,600,18,6,Superfast,170,No_Special_Consideration,Yes,0.0,1,4,1,244,1,0.029239766081871343,31.57894736842105,early
Sleeper,General,CSMT,MMCT,3,Adult,798,14,37,Shatabdi,35,No_Special_Consideration,No,0.0,1,4,2,244,0,0.08333333333333333,53.2,early
2AC,Premium Tatkal,SC,CSMT,3,Child,975,16,18,Express,166,Defense Quota,Yes,0.0,1,4,3,244,1,0.017964071856287425,57.35294117647059,early
3AC,Premium Tatkal,JU,JP,1,Adult,216,10,21,Superfast,17,No_Special_Consideration,Yes,116.0,0,4,4,244,1,0.05555555555555555,19.636363636363637,early
1AC,Premium Tatkal,NDLS,UMB,2,Senior Citizen,711,9,39,Rajdhani,219,Defense Quota,Yes,87.0,0,4,5,244,1,0.00909090909090909,71.1,early
1AC,Tatkal,JP,UMB,4,Adult,486,2,17,Shatabdi,308,Defense Quota,Yes,159.0,0,4,6,244,1,0.012944983818770227,162.0,early
2AC,General,BSB,NDLS,2,Senior Citizen,1059,6,11,Rajdhani,98,Senior Citizen,Yes,159.0,0,4,0,244,1,0.020202020202020204,151.28571428571428,early
1AC,Tatkal,BSB,HWH,5,Adult,1015,9,27,Shatabdi,319,No_Special_Consideration,No,0.0,1,4,1,244,0,0.015625,101.5,early
Sleeper,General,MMCT,LKO,5,Adult,1578,14,24,Rajdhani,393,No_Special_Consideration,Yes,0.0,1,4,2,244,1,0.012690355329949238,105.2,early
3AC,Ladies,SC,UMB,3,Adult,1905,6,28,Superfast,196,No_Special_Consideration,Yes,0.0,1,4,3,244,1,0.015228426395939087,272.14285714285717,early
Sleeper,Ladies,JHS,PNBE,4,Child,1961,15,4,Express,22,Senior Citizen,No,0.0,1,4,4,244,0,0.17391304347826086,122.5625,early
3AC,General,JHS,JU,5,Adult,481,12,37,Shatabdi,408,Defense Quota,No,41.0,0,4,5,244,0,0.012224938875305624,37.0,early
Sleeper,Ladies,NJP,PNBE,4,Senior Citizen,744,8,29,Express,182,Senior Citizen,No,164.0,0,4,6,244,0,0.02185792349726776,82.66666666666667,early
1AC,Ladies,SC,ADI,4,Senior Citizen,1415,2,12,Superfast,145,No_Special_Consideration,Yes,0.0,1,4,0,244,1,0.0273972602739726,471.6666666666667,early
3AC,Ladies,MAS,JU,3,Child,1563,3,2,Express,289,Senior Citizen,No,0.0,1,4,1,244,0,0.010344827586206896,390.75,early
3AC,Ladies,CSMT,GKP,4,Adult,1260,10,7,Superfast,269,No_Special_Consideration,Yes,0.0,1,4,2,244,1,0.014814814814814815,114.54545454545455,early
1AC,General,BBS,BSB,5,Senior Citizen,1318,16,2,Rajdhani,118,Defense Quota,Yes,0.0,1,4,3,244,1,0.04201680672268908,77.52941176470588,early
Sleeper,General,NJP,JU,5,Child,1459,10,20,Shatabdi,204,Senior Citizen,No,0.0,1,4,4,244,0,0.024390243902439025,132.63636363636363,early
Sleeper,Ladies,SC,BBS,2,Child,1893,2,33,Shatabdi,322,No_Special_Consideration,No,0.0,1,4,5,244,0,0.006191950464396285,631.0,early
2AC,Tatkal,PNBE,NDLS,4,Adult,1367,7,17,Superfast,366,Defense Quota,No,169.0,0,4,6,244,0,0.010899182561307902,170.875,early
Sleeper,Premium Tatkal,JU,SC,2,Adult,817,17,24,Superfast,10,Senior Citizen,Yes,0.0,1,4,0,244,1,0.18181818181818182,45.388888888888886,early
2AC,Premium Tatkal,SBC,JP,1,Child,1351,2,7,Express,413,Defense Quota,Yes,0.0,1,4,1,244,1,0.0024154589371980675,450.3333333333333,early
1AC,Tatkal,SBC,CNB,3,Adult,776,10,46,Express,62,No_Special_Consideration,No,0.0,1,4,2,244,0,0.047619047619047616,70.54545454545455,early
2AC,Premium Tatkal,ASR,NJP,1,Senior Citizen,559,17,9,Express,171,Senior Citizen,Yes,0.0,1,4,3,244,1,0.005813953488372093,31.055555555555557,early
Sleeper,Ladies,UMB,ASR,1,Adult,1660,10,12,Express,291,No_Special_Consideration,Yes,0.0,1,5,4,244,1,0.003424657534246575,150.9090909090909,early
2AC,Premium Tatkal,MAS,NJP,3,Adult,604,2,19,Express,231,Senior Citizen,Yes,0.0,1,5,5,244,1,0.01293103448275862,201.33333333333334,early
2AC,Tatkal,LKO,BBS,1,Adult,948,6,13,Express,340,Senior Citizen,No,7.0,0,5,6,244,0,0.002932551319648094,135.42857142857142,early
Sleeper,Ladies,KOAA,LTT,4,Adult,305,11,36,Express,297,Senior Citizen,No,0.0,1,5,0,244,0,0.013422818791946308,25.416666666666668,early
3AC,Tatkal,HWH,NJP,5,Senior Citizen,1232,3,9,Shatabdi,251,Senior Citizen,No,199.0,0,5,1,244,0,0.01984126984126984,308.0,early
3AC,Premium Tatkal,CSMT,BSB,3,Child,1003,19,7,Rajdhani,221,Senior Citizen,Yes,91.0,0,5,2,244,1,0.013513513513513514,50.15,early
Sleeper,Ladies,BBS,KOAA,4,Senior Citizen,240,15,5,Shatabdi,316,Defense Quota,Yes,0.0,1,5,3,244,1,0.012618296529968454,15.0,early
2AC,Premium Tatkal,BBS,HWH,5,Child,1739,4,27,Shatabdi,349,Defense Quota,No,0.0,1,5,4,244,0,0.014285714285714285,347.8,early
3AC,Ladies,PNBE,NDLS,1,Senior Citizen,1053,14,5,Shatabdi,413,Defense Quota,Yes,0.0,1,5,5,244,1,0.0024154589371980675,70.2,early
1AC,Premium Tatkal,KOAA,CSMT,5,Adult,462,3,40,Express,432,Senior Citizen,Yes,0.0,1,5,6,244,1,0.011547344110854504,115.5,early
2AC,General,ADI,ASR,1,Child,1712,6,9,Rajdhani,379,Senior Citizen,No,0.0,1,5,0,244,0,0.002631578947368421,244.57142857142858,early
Sleeper,Ladies,JHS,ASR,2,Child,170,6,27,Shatabdi,362,No_Special_Consideration,Yes,0.0,1,5,1,244,1,0.005509641873278237,24.285714285714285,early
2AC,General,UMB,ASR,5,Adult,1892,18,40,Shatabdi,52,No_Special_Consideration,Yes,154.0,0,5,2,244,1,0.09433962264150944,99.57894736842105,early
1AC,General,SBC,CSMT,1,Senior Citizen,492,8,47,Shatabdi,296,Senior Citizen,No,143.0,0,5,3,244,0,0.003367003367003367,54.666666666666664,early
Sleeper,General,PNBE,KOAA,3,Adult,505,17,4,Superfast,203,Senior Citizen,No,0.0,1,5,4,244,0,0.014705882352941176,28.055555555555557,early
1AC,Premium Tatkal,ADI,BSB,4,Child,780,5,24,Shatabdi,63,Defense Quota,No,160.0,0,5,5,244,0,0.0625,130.0,early
1AC,Ladies,MMCT,JU,4,Adult,1599,19,44,Shatabdi,358,No_Special_Consideration,Yes,0.0,1,5,6,244,1,0.011142061281337047,79.95,early
3AC,Tatkal,JP,HWH,2,Child,250,19,15,Shatabdi,24,Defense Quota,No,135.0,0,5,0,244,0,0.08,12.5,early
3AC,General,GKP,NDLS,1,Child,137,16,17,Shatabdi,72,No_Special_Consideration,Yes,0.0,1,5,1,244,1,0.0136986301369863,8.058823529411764,early
1AC,Tatkal,MMCT,CNB,2,Adult,1143,6,6,Shatabdi,206,Defense Quota,Yes,0.0,1,5,2,244,1,0.00966183574879227,163.28571428571428,early
3AC,General,ADI,JU,2,Senior Citizen,1217,14,40,Express,499,Senior Citizen,No,0.0,1,5,3,244,0,0.004,81.13333333333334,early
3AC,Premium Tatkal,PNBE,NJP,1,Senior Citizen,284,2,2,Superfast,134,Defense Quota,No,0.0,1,5,4,244,0,0.007407407407407408,94.66666666666667,early
2AC,General,UMB,BBS,3,Child,1823,17,46,Shatabdi,480,No_Special_Consideration,No,0.0,1,5,5,244,0,0.006237006237006237,101.27777777777777,early
1AC,Ladies,KOAA,NDLS,5,Child,1503,4,29,Rajdhani,96,Senior Citizen,No,0.0,1,5,6,244,0,0.05154639175257732,300.6,early
1AC,Premium Tatkal,KOAA,HWH,5,Child,855,18,8,Express,189,Senior Citizen,Yes,123.0,0,5,0,244,1,0.02631578947368421,45.0,early
1AC,Ladies,SBC,NDLS,3,Adult,1590,4,8,Rajdhani,361,Senior Citizen,Yes,34.0,0,5,1,244,1,0.008287292817679558,318.0,early
1AC,Ladies,CNB,BBS,2,Child,1896,15,6,Shatabdi,59,Senior Citizen,No,151.0,0,5,2,244,0,0.03333333333333333,118.5,early
1AC,Tatkal,JU,BSB,5,Adult,1072,3,33,Shatabdi,387,Senior Citizen,Yes,0.0,1,5,3,244,1,0.01288659793814433,268.0,early
Sleeper,Premium Tatkal,UMB,JP,2,Senior Citizen,388,10,29,Express,260,No_Special_Consideration,No,0.0,1,5,4,244,0,0.007662835249042145,35.27272727272727,early
1AC,Premium Tatkal,KOAA,BCT,2,Child,1683,6,47,Express,195,Defense Quota,Yes,0.0,1,5,5,244,1,0.01020408163265306,240.42857142857142,early
Sleeper,General,BCT,GKP,2,Child,1635,18,21,Shatabdi,143,No_Special_Consideration,Yes,180.0,0,5,6,244,1,0.013888888888888888,86.05263157894737,early
Sleeper,Ladies,MAS,CSMT,4,Senior Citizen,791,13,46,Express,131,Senior Citizen,Yes,20.0,0,6,0,244,1,0.030303030303030304,56.5,early
3AC,Premium Tatkal,LTT,JHS,4,Adult,260,18,25,Shatabdi,234,Defense Quota,Yes,1.0,0,6,1,244,1,0.01702127659574468,13.68421052631579,early
2AC,General,JHS,ADI,5,Senior Citizen,1017,9,11,Rajdhani,422,Senior Citizen,No,0.0,1,6,2,244,0,0.01182033096926714,101.7,early
Sleeper,General,LTT,GKP,4,Adult,1021,5,3,Superfast,190,Defense Quota,Yes,0.0,1,6,3,244,1,0.020942408376963352,170.16666666666666,early
2AC,General,HWH,ADI,2,Senior Citizen,1411,3,35,Rajdhani,323,Senior Citizen,No,156.0,0,6,4,244,0,0.006172839506172839,352.75,early
3AC,Tatkal,CSMT,MAS,3,Senior Citizen,808,6,9,Shatabdi,356,No_Special_Consideration,No,4.0,0,6,5,244,0,0.008403361344537815,115.42857142857143,early
1AC,Premium Tatkal,NJP,MAS,4,Adult,1696,17,4,Superfast,205,No_Special_Consideration,Yes,0.0,1,6,6,244,1,0.019417475728155338,94.22222222222223,early
1AC,Ladies,UMB,ASR,2,Senior Citizen,1430,3,3,Superfast,186,No_Special_Consideration,Yes,93.0,0,6,0,244,1,0.0106951871657754,357.5,early
3AC,Ladies,KOAA,NJP,1,Adult,907,9,32,Express,279,No_Special_Consideration,Yes,0.0,1,6,1,244,1,0.0035714285714285713,90.7,early
3AC,Premium Tatkal,CSMT,KOAA,1,Child,765,15,36,Shatabdi,474,No_Special_Consideration,No,0.0,1,6,2,244,0,0.002105263157894737,47.8125,early
2AC,Ladies,BBS,HWH,5,Senior Citizen,1273,14,26,Shatabdi,447,Defense Quota,No,0.0,1,6,3,244,0,0.011160714285714286,84.86666666666666,early
3AC,Tatkal,CSMT,NJP,5,Adult,794,17,7,Shatabdi,103,Defense Quota,No,0.0,1,6,4,244,0,0.04807692307692308,44.111111111111114,early
2AC,Ladies,LTT,KOAA,4,Senior Citizen,1099,3,27,Superfast,368,Defense Quota,No,0.0,1,6,5,244,0,0.01084010840108401,274.75,early
2AC,General,BBS,SC,2,Child,222,3,42,Shatabdi,428,Senior Citizen,No,0.0,1,6,6,244,0,0.004662004662004662,55.5,early
3AC,Premium Tatkal,SBC,MAS,5,Child,1614,17,5,Superfast,316,Defense Quota,No,0.0,1,6,0,244,0,0.015772870662460567,89.66666666666667,early
2AC,General,BCT,NDLS,4,Adult,757,13,27,Express,22,Defense Quota,No,106.0,0,6,1,244,0,0.17391304347826086,54.07142857142857,early
3AC,General,PNBE,SC,5,Child,1389,10,27,Rajdhani,62,No_Special_Consideration,No,115.0,0,6,2,244,0,0.07936507936507936,126.27272727272727,early
1AC,Ladies,SC,CSMT,3,Senior Citizen,177,10,39,Superfast,205,Senior Citizen,No,189.0,0,6,3,244,0,0.014563106796116505,16.09090909090909,early
1AC,Ladies,UMB,ADI,5,Adult,1455,5,33,Express,174,Defense Quota,Yes,182.0,0,6,4,244,1,0.02857142857142857,242.5,early
1AC,Tatkal,BSB,BBS,4,Child,996,9,24,Superfast,294,Senior Citizen,No,0.0,1,6,5,244,0,0.013559322033898305,99.6,early
2AC,General,LTT,NJP,4,Adult,1676,8,18,Rajdhani,216,Defense Quota,Yes,112.0,0,6,6,244,1,0.018433179723502304,186.22222222222223,early
1AC,General,NDLS,NDLS,2,Senior Citizen,610,6,26,Shatabdi,329,No_Special_Consideration,No,71.0,0,6,0,244,0,0.006060606060606061,87.14285714285714,early
Sleeper,General,JP,KOAA,1,Senior Citizen,50,6,33,Superfast,317,Defense Quota,No,164.0,0,6,1,244,0,0.0031446540880503146,7.142857142857143,early
2AC,Premium Tatkal,BBS,BSB,5,Adult,1005,17,18,Superfast,355,Senior Citizen,Yes,0.0,1,6,2,244,1,0.014044943820224719,55.833333333333336,early
1AC,Ladies,CNB,LTT,4,Child,252,3,39,Shatabdi,115,No_Special_Consideration,No,0.0,1,6,3,244,0,0.034482758620689655,63.0,early
2AC,Premium Tatkal,MMCT,JP,5,Senior Citizen,1508,14,2,Shatabdi,170,No_Special_Consideration,No,0.0,1,6,4,244,0,0.029239766081871343,100.53333333333333,early
3AC,Ladies,KOAA,SBC,3,Senior Citizen,1087,10,39,Express,44,Defense Quota,Yes,8.0,0,6,5,244,1,0.06666666666666667,98.81818181818181,early
1AC,Ladies,ASR,CNB,3,Child,1275,18,12,Rajdhani,17,Defense Quota,No,0.0,1,6,6,244,0,0.16666666666666666,67.10526315789474,early
2AC,Ladies,LKO,UMB,5,Adult,471,2,6,Superfast,4,Defense Quota,Yes,0.0,1,6,0,244,1,1.0,157.0,early
3AC,Premium Tatkal,SC,ADI,3,Adult,1930,4,41,Superfast,421,Senior Citizen,No,0.0,1,6,1,244,0,0.0071090047393364926,386.0,early
Sleeper,Tatkal,HWH,CSMT,4,Child,1944,14,25,Express,143,No_Special_Consideration,Yes,0.0,1,7,2,244,1,0.027777777777777776,129.6,early
Sleeper,Ladies,JP,JU,4,Child,114,14,20,Express,219,No_Special_Consideration,Yes,0.0,1,7,3,244,1,0.01818181818181818,7.6,early
2AC,Ladies,BBS,KOAA,2,Child,996,14,33,Express,37,Senior Citizen,No,0.0,1,7,4,244,0,0.05263157894736842,66.4,early
Sleeper,Premium Tatkal,GKP,CSMT,4,Adult,111,14,29,Express,94,No_Special_Consideration,Yes,0.0,1,7,5,244,1,0.042105263157894736,7.4,early
2AC,General,SC,LKO,4,Child,552,5,3,Express,328,Defense Quota,Yes,0.0,1,7,6,244,1,0.0121580547112462,92.0,early
3AC,General,KOAA,LTT,2,Child,1720,19,47,Express,59,Senior Citizen,Yes,0.0,1,7,0,244,1,0.03333333333333333,86.0,early
1AC,Premium Tatkal,CSMT,JHS,5,Adult,1678,12,14,Shatabdi,271,Senior Citizen,Yes,0.0,1,7,1,244,1,0.01838235294117647,129.07692307692307,early
2AC,Ladies,NDLS,BCT,2,Adult,754,11,27,Superfast,257,Senior Citizen,No,112.0,0,7,2,244,0,0.007751937984496124,62.833333333333336,early
2AC,Ladies,ADI,PNBE,4,Senior Citizen,686,13,37,Rajdhani,468,Senior Citizen,No,0.0,1,7,3,244,0,0.008528784648187633,49.0,early
3AC,Premium Tatkal,BBS,MAS,3,Child,341,3,7,Superfast,458,Senior Citizen,Yes,43.0,0,7,4,244,1,0.006535947712418301,85.25,early
2AC,Tatkal,NJP,JU,4,Senior Citizen,606,7,17,Rajdhani,485,Senior Citizen,No,0.0,1,7,5,244,0,0.00823045267489712,75.75,early
3AC,Premium Tatkal,NDLS,UMB,5,Senior Citizen,1570,18,14,Rajdhani,495,Defense Quota,No,0.0,1,7,6,244,0,0.010080645161290322,82.63157894736842,early
1AC,Premium Tatkal,MMCT,JHS,4,Senior Citizen,1416,6,17,Superfast,393,Defense Quota,Yes,90.0,0,7,0,244,1,0.01015228426395939,202.28571428571428,early
3AC,Ladies,MMCT,ASR,1,Child,1353,6,2,Rajdhani,104,Senior Citizen,No,0.0,1,7,1,244,0,0.009523809523809525,193.28571428571428,early
1AC,General,PNBE,NDLS,5,Adult,1804,12,13,Express,150,Senior Citizen,Yes,0.0,1,7,2,244,1,0.033112582781456956,138.76923076923077,early
1AC,General,MAS,NJP,2,Senior Citizen,1854,6,47,Shatabdi,31,No_Special_Consideration,No,22.0,0,7,3,244,0,0.0625,264.85714285714283,early
3AC,Ladies,LKO,ASR,1,Adult,1266,7,44,Shatabdi,104,No_Special_Consideration,Yes,0.0,1,7,4,244,1,0.009523809523809525,158.25,early
Sleeper,Tatkal,UMB,JP,2,Senior Citizen,346,18,39,Express,19,Defense Quota,Yes,0.0,1,7,5,244,1,0.1,18.210526315789473,early
Sleeper,Ladies,CSMT,ADI,3,Senior Citizen,694,14,15,Shatabdi,69,No_Special_Consideration,Yes,0.0,1,7,6,244,1,0.04285714285714286,46.266666666666666,early
Sleeper,Ladies,ASR,UMB,5,Child,121,4,14,Superfast,153,Defense Quota,No,0.0,1,7,0,244,0,0.032467532467532464,24.2,early
3AC,Ladies,ADI,CSMT,1,Adult,1490,6,24,Rajdhani,104,Defense Quota,No,0.0,1,7,1,244,0,0.009523809523809525,212.85714285714286,early
1AC,Ladies,LTT,JHS,1,Adult,92,14,25,Shatabdi,38,No_Special_Consideration,No,0.0,1,7,2,244,0,0.02564102564102564,6.133333333333334,early
2AC,Ladies,BSB,SC,5,Adult,657,19,30,Shatabdi,242,No_Special_Consideration,Yes,138.0,0,7,3,244,1,0.0205761316872428,32.85,early
3AC,General,PNBE,CSMT,2,Child,571,11,17,Superfast,98,Senior Citizen,No,160.0,0,7,4,244,0,0.020202020202020204,47.583333333333336,early
2AC,Ladies,BBS,JU,5,Adult,1013,2,41,Rajdhani,448,Senior Citizen,Yes,10.0,0,7,5,244,1,0.011135857461024499,337.6666666666667,early
Sleeper,General,ASR,LKO,1,Child,449,9,7,Superfast,245,No_Special_Consideration,Yes,0.0,1,7,6,244,1,0.0040650406504065045,44.9,early
2AC,Premium Tatkal,ASR,ADI,3,Senior Citizen,784,18,11,Superfast,345,No_Special_Consideration,Yes,184.0,0,7,0,244,1,0.008670520231213872,41.26315789473684,early
Sleeper,Premium Tatkal,MMCT,MMCT,3,Child,1628,6,28,Shatabdi,473,Senior Citizen,No,0.0,1,7,1,244,0,0.006329113924050633,232.57142857142858,early
Sleeper,Tatkal,SC,PNBE,4,Senior Citizen,1607,7,20,Rajdhani,216,Defense Quota,No,0.0,1,7,2,244,0,0.018433179723502304,200.875,early
2AC,Tatkal,BBS,ASR,4,Senior Citizen,1179,6,46,Superfast,285,Defense Quota,No,0.0,1,7,3,244,0,0.013986013986013986,168.42857142857142,early
3AC,Tatkal,ASR,NDLS,5,Adult,1268,13,9,Rajdhani,54,Defense Quota,Yes,33.0,0,7,4,244,1,0.09090909090909091,90.57142857142857,early
1AC,Ladies,ADI,GKP,3,Child,676,15,5,Shatabdi,80,Defense Quota,Yes,30.0,0,8,5,244,1,0.037037037037037035,42.25,early
Sleeper,Tatkal,JHS,MAS,3,Child,339,16,30,Shatabdi,377,Senior Citizen,Yes,53.0,0,8,6,244,1,0.007936507936507936,19.941176470588236,early
1AC,Tatkal,MAS,UMB,3,Senior Citizen,749,8,18,Shatabdi,348,No_Special_Consideration,No,0.0,1,8,0,244,0,0.008595988538681949,83.22222222222223,early
Sleeper,Ladies,BBS,BBS,4,Senior Citizen,1241,19,42,Rajdhani,215,Defense Quota,Yes,0.0,1,8,1,244,1,0.018518518518518517,62.05,early
3AC,Tatkal,UMB,JP,5,Senior Citizen,305,11,6,Express,147,Defense Quota,Yes,0.0,1,8,2,244,1,0.033783783783783786,25.416666666666668,early
Sleeper,Tatkal,UMB,BBS,5,Adult,426,2,22,Express,43,No_Special_Consideration,No,122.0,0,8,3,244,0,0.11363636363636363,142.0,early
1AC,Ladies,UMB,ASR,4,Senior Citizen,1539,5,9,Superfast,12,No_Special_Consideration,No,140.0,0,8,4,244,0,0.3076923076923077,256.5,early
3AC,Premium Tatkal,JP,CSMT,1,Child,221,17,44,Express,300,Senior Citizen,Yes,91.0,0,8,5,244,1,0.0033222591362126247,12.277777777777779,early
